,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,lesion_1,lesion_2,lesion_3,age_is_adult,surgical_lesion_is_yes,surgery_is_yes,cp_data_is_no,abdomen_is_distend_small,abdomen_is_distend_large,abdomen_is_normal,abdomen_is_firm,abdomen_is_other,mucous_membrane_is_dark_cyanotic,mucous_membrane_is_pale_cyanotic,mucous_membrane_is_pale_pink,mucous_membrane_is_normal_pink,mucous_membrane_is_bright_pink,mucous_membrane_is_bright_red,outcome
15,0.12407428679133078,-1.2226096195670768,-0.368142434616071,3,2,0,0,0,0,1,0,-0.7139372413191407,2,-1.5764493891223113,-0.5583218794540662,1,0.19456012269007292,5.019291915428032,-0.07546531948629838,-0.040274806222011794,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
899,0.5046166978525156,-1.085137695302012,-0.8546005400068403,2,2,0,0,2,1,1,2,0.31881531274134417,2,-0.7218729669561735,-0.5545717365729306,0,1.07586599675645,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
1033,1.646243931036052,1.80177271426435,4.009980513900852,1,1,2,1,3,1,1,2,1.093379728286708,0,1.6519504279497645,-0.6333247370767795,2,0.19456012269007292,-0.3143778133291057,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2
803,-1.1444004167459338,-0.26030614971162286,-0.003298855572994037,1,1,2,6,3,2,2,2,-1.2303135183493832,0,1.4620445563572895,-0.31456259218024785,2,-0.8126465905286439,0.2884339589543547,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1
561,-1.271247887099653,0.9769411686739609,-1.0978295927022248,1,1,2,4,3,2,0,2,0.8351915897715866,1,0.22765639100620172,-0.4945694504747599,2,2.586676066584525,-0.29910510969677134,-0.07546531948629838,-0.040274806222011794,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
749,1.7730914013897803,-0.46651403610922015,-0.9762150663545325,1,2,0,1,2,2,1,2,-0.19756096428889824,0,-0.5319670953636985,-0.5583218794540662,1,-0.434944073071625,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
966,0.12407428679133078,-1.3600815438321416,0.3615447234700829,1,1,0,6,3,3,2,2,0.06062717422622297,1,-0.2471082879749859,-0.5583218794540662,2,0.5093122205709216,-0.29873709274177535,-0.07546531948629838,-0.040274806222011794,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
828,-0.8907054760384773,-1.085137695302012,0.6047737761654676,1,2,0,4,2,1,2,2,-1.4885016568645044,0,-0.9117788385486486,-0.5208204506427095,0,-0.5608449122239647,5.019291915428032,-0.07546531948629838,-0.040274806222011794,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
925,1.5193964606823238,-0.5352499982417526,0.3615447234700829,3,2,0,4,1,1,1,2,0.31881531274134417,1,-1.006731774344886,-0.5695723080974733,0,1.2647172554849593,-0.31658591505908174,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,2
1026,-0.12962065391611674,-0.9476657710369472,4.009980513900852,2,1,0,5,2,0,0,1,1.3515678668018292,2,0.6074681341911519,-0.5020697362370312,1,1.705370192518148,-0.31658591505908174,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1133,-0.5101630649773016,-0.9476657710369472,1.0912318815562367,2,2,0,4,2,1,1,2,1.3515678668018292,2,-0.15215535217874837,1.185494560274019,2,-0.434944073071625,-0.29947312665176734,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,2
319,2.66102369386586,1.1831490550715582,0.3615447234700829,1,1,2,1,3,2,0,0,1.3515678668018292,2,0.7024210699873894,-0.5020697362370312,2,0.9499651576041103,-0.14858617510340427,-0.07546531948629838,-0.040274806222011794,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
480,0.37776922749878733,-0.6727219225068175,-1.2194441190499172,1,1,0,6,3,3,0,1,-1.2303135183493832,0,0.03775051941372667,2.085528851746579,2,-0.8126465905286439,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2
558,-0.763858005684749,0.28958154734863656,1.0912318815562367,1,1,2,1,2,2,1,2,1.093379728286708,0,-0.15215535217874837,-0.6333247370767795,2,0.06865928353773322,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
231,-0.763858005684749,-1.085137695302012,-0.732986013659148,2,2,0,4,2,0,1,2,0.5253658235534413,0,-0.15215535217874837,-0.5770725938597445,2,0.6352130597232614,-0.29873709274177535,-0.07546531948629838,-0.040274806222011794,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
825,-0.12962065391611674,-1.2226096195670768,-0.368142434616071,2,2,0,4,2,0,1,1,1.3515678668018292,2,-0.8168259027524111,-0.6033235940276942,0,1.07586599675645,-0.13276144603857595,-0.07546531948629838,-0.040274806222011794,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
434,-0.12962065391611674,1.9392446385294149,1.0912318815562367,1,1,0,5,0,2,1,0,0.008989546523198907,3,-1.5764493891223113,-0.6183241655522368,1,-0.24609281434311575,-0.29947312665176734,-0.07546531948629838,-0.040274806222011794,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
862,-0.0027731835623884637,0.014637698818506841,0.6047737761654676,1,1,0,1,2,2,1,1,1.3515678668018292,1,-0.2471082879749859,-0.5358210221672522,2,-0.4978944926477949,0.8220585436985657,-0.07546531948629838,-0.040274806222011794,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2
198,1.5193964606823238,1.1831490550715582,0.3615447234700829,1,1,2,1,2,1,1,2,1.3515678668018292,0,2.22166804272719,-0.49831959335589554,2,0.761113898875601,-0.5007784010345835,-0.07546531948629838,-0.040274806222011794,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
1059,-0.0027731835623884637,0.1521096230835717,0.3615447234700829,3,1,0,1,3,0,1,2,1.3515678668018292,0,-0.2471082879749859,-0.5208204506427095,2,0.6352130597232614,5.019291915428032,-0.07546531948629838,-0.040274806222011794,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1232,-0.8907054760384773,0.1521096230835717,0.6047737761654676,2,1,0,4,2,1,1,0,-0.7139372413191407,3,-0.9117788385486486,-0.5808227367408801,1,2.3348743882798457,-0.6316084285356642,-0.07546531948629838,-0.040274806222011794,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2
659,-1.271247887099653,-1.4975534680972067,-0.8546005400068403,1,2,0,5,1,1,0,2,-1.2303135183493832,1,-1.196637645937361,2.010525994123866,1,-0.8126465905286439,-0.2779441347845009,-0.07546531948629838,-0.040274806222011794,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1
518,-0.763858005684749,-1.085137695302012,-0.003298855572994037,1,2,0,4,2,2,1,1,-0.7139372413191407,1,-1.3865435175298362,-0.5208204506427095,1,-0.3090432339192856,-0.13276144603857595,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,2
127,0.12407428679133078,0.839469244408896,0.6047737761654676,2,1,2,1,2,0,1,2,1.093379728286708,2,1.367091620561052,-0.4608181645445389,1,-0.434944073071625,-0.29947312665176734,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1116,0.25092175714505904,-0.8101938467718823,-0.368142434616071,2,2,0,4,2,1,0,2,0.5770034512564653,2,-0.057202416382510855,-0.5583218794540662,0,1.07586599675645,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
536,-0.8907054760384773,-0.46651403610922015,0.6047737761654676,3,1,0,5,2,2,2,1,-0.19756096428889824,0,-1.3865435175298362,-0.5958233082654228,2,-0.434944073071625,0.2884339589543547,-0.07546531948629838,-0.040274806222011794,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
365,-0.763858005684749,0.5645253958787663,0.6047737761654676,1,1,2,5,3,3,1,1,0.06062717422622297,1,0.9872798773761019,-0.5208204506427095,1,-0.3090432339192856,0.08602463370655056,-0.07546531948629838,-0.040274806222011794,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
939,-0.8907054760384773,0.5645253958787663,-0.368142434616071,0,1,2,4,3,1,1,2,0.31881531274134417,0,1.8418562995422396,-0.4683184503068102,2,0.38341138141858216,-0.29947312665176734,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,2
565,1.0120065792674195,0.28958154734863656,-0.12491338192068635,2,1,2,5,3,2,1,2,1.3515678668018292,0,1.367091620561052,-0.5170703077615739,1,-0.434944073071625,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
390,0.37776922749878733,2.9015481083848687,0.3615447234700829,0,1,0,1,3,1,1,0,-0.19756096428889824,0,0.9872798773761019,-0.5733224509786089,2,-0.05724155561460621,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
250,-1.271247887099653,-1.2913455816996093,-1.0978295927022248,2,1,0,4,3,0,0,2,-1.2303135183493832,1,-1.2915905817335986,1.6730131348216557,0,-0.8126465905286439,0.4194479949329334,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,2
374,1.0120065792674195,-0.5352499982417526,0.3615447234700829,1,1,2,1,2,1,1,0,1.3515678668018292,2,0.8923269415798644,-0.4833190218313529,2,-0.8126465905286439,-0.31640190658158374,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,2
60,-1.271247887099653,0.014637698818506841,0.3615447234700829,1,1,0,4,2,1,1,2,-1.2303135183493832,0,0.03775051941372667,1.4480045619535158,2,-0.8126465905286439,-0.4475999510376604,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
1202,2.66102369386586,1.1831490550715582,0.3615447234700829,1,1,0,4,2,2,1,0,1.3515678668018292,2,0.7024210699873894,-0.5395711650483879,2,0.761113898875601,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
513,0.5046166978525156,-1.085137695302012,-0.6113714873114556,2,2,0,4,2,0,0,0,-0.7139372413191407,2,-0.7218729669561735,-0.5208204506427095,0,-0.05724155561460621,-0.29947312665176734,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
889,-0.12962065391611674,-0.9476657710369472,-0.368142434616071,1,1,2,1,2,1,1,0,1.3515678668018292,2,0.4175622625986768,-0.5208204506427095,1,-0.434944073071625,-0.31658591505908174,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
655,0.37776922749878733,-0.26030614971162286,-0.12491338192068635,0,1,0,1,3,1,0,2,-1.2303135183493832,0,2.4115739143196646,2.2355345669920057,0,-0.8126465905286439,-0.31676992353657973,-0.07546531948629838,-0.040274806222011794,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
916,-0.763858005684749,0.5645253958787663,-0.368142434616071,1,1,2,6,3,2,1,2,1.3515678668018292,0,0.7024210699873894,-0.49831959335589554,2,0.761113898875601,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
835,2.153633812450956,0.5645253958787663,-0.368142434616071,1,1,1,6,3,2,0,2,0.8351915897715866,0,-0.437014159567461,-0.5208204506427095,2,-0.6237953318001346,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
682,0.12407428679133078,-0.8789298089044147,-0.8546005400068403,2,2,0,4,2,1,1,1,0.31881531274134417,1,-1.2915905817335986,-0.5545717365729306,0,0.13160970311390308,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
355,1.138854049621148,1.1831490550715582,0.3615447234700829,1,2,0,1,2,2,1,1,0.008989546523198907,2,-0.2471082879749859,-0.5695723080974733,1,0.38341138141858216,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
737,-0.256468124269845,-0.8789298089044147,-0.6113714873114556,2,2,0,4,0,0,1,2,0.31881531274134417,2,-0.7218729669561735,-0.5545717365729306,0,1.07586599675645,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
681,-0.5101630649773016,-0.9476657710369472,-0.8546005400068403,3,1,2,4,2,1,0,2,-1.2303135183493832,2,0.22765639100620172,-0.5208204506427095,1,-0.8126465905286439,0.0687278368217382,-0.07546531948629838,-0.040274806222011794,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
963,0.12407428679133078,-0.46651403610922015,-0.732986013659148,2,2,0,4,2,0,0,2,1.3515678668018292,2,0.4175622625986768,-0.5208204506427095,1,-1.064448268833323,-0.31658591505908174,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2
254,0.5046166978525156,-1.3600815438321416,-0.9762150663545325,2,2,0,4,2,1,1,0,1.3515678668018292,2,-0.9117788385486486,-0.5320708792861165,1,-0.3090432339192856,-0.13276144603857595,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2
799,0.5046166978525156,0.014637698818506841,0.11831567077469828,1,2,0,6,3,1,0,2,1.093379728286708,0,-1.5764493891223113,-0.5583218794540662,2,0.761113898875601,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,2
597,0.25092175714505904,0.014637698818506841,0.11831567077469828,0,1,0,4,2,2,2,2,1.3515678668018292,0,0.22765639100620172,-0.5545717365729306,2,0.5093122205709216,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
819,-0.6370105353310208,-1.085137695302012,-0.8546005400068403,2,2,0,0,2,0,0,1,0.31881531274134417,2,-0.057202416382510855,-0.5020697362370312,0,2.3348743882798457,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
1114,0.12407428679133078,-0.9476657710369472,-0.732986013659148,2,2,0,4,2,0,0,2,0.31881531274134417,0,-1.196637645937361,-0.5170703077615739,0,1.2647172554849593,5.019291915428032,-0.07546531948629838,-0.040274806222011794,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2
344,-0.12962065391611674,-0.8789298089044147,-0.12491338192068635,2,2,0,4,2,1,0,1,-0.7139372413191407,0,-0.626920031159936,-0.5395711650483879,0,0.19456012269007292,-0.3143778133291057,-0.07546531948629838,-0.040274806222011794,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
999,-1.3980953574533814,0.1521096230835717,0.3615447234700829,1,1,0,4,3,2,0,1,-0.7139372413191407,0,0.03775051941372667,-0.5770725938597445,2,0.38341138141858216,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
1011,-1.3980953574533814,-0.26030614971162286,1.0912318815562367,0,1,2,6,3,3,2,2,-0.19756096428889824,0,-0.15215535217874837,-0.5245705935238452,2,-0.05724155561460621,1.5411636737607644,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
915,-0.0027731835623884637,-0.5352499982417526,-0.8546005400068403,2,2,0,4,2,1,2,0,-1.7466897953796257,1,-1.196637645937361,1.2979988467080892,0,-0.8126465905286439,-0.3143778133291057,-0.07546531948629838,-0.040274806222011794,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2
940,0.5046166978525156,0.5645253958787663,-0.003298855572994037,0,1,2,-1,3,2,2,0,-0.9204877521312376,0,-0.34206122377122344,-0.5545717365729306,1,-1.4421507862903418,5.019291915428032,-0.07546531948629838,-0.040274806222011794,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
1180,-1.1444004167459338,0.28958154734863656,-0.368142434616071,1,1,2,4,3,2,1,2,0.4737281958504168,0,-0.437014159567461,-0.5020697362370312,2,0.5093122205709216,-0.29873709274177535,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1074,-2.032332709222014,0.5645253958787663,-0.12491338192068635,1,1,2,1,2,1,0,2,0.5770034512564653,0,-1.5764493891223113,-0.5545717365729306,2,2.0830727099751667,-0.4475999510376604,-0.07546531948629838,-0.040274806222011794,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1185,-1.7786377685145662,0.9769411686739609,-0.368142434616071,1,1,0,1,3,1,1,2,-1.2303135183493832,0,1.556997492153527,-0.5208204506427095,2,-0.434944073071625,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
257,1.0120065792674195,-0.5352499982417526,0.3615447234700829,3,2,2,4,2,1,1,0,1.3515678668018292,0,-0.5319670953636985,-0.5583218794540662,1,2.0830727099751667,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
694,0.25092175714505904,1.5268288657342204,0.6047737761654676,0,1,2,1,3,1,0,2,1.6097560053169502,2,0.7024210699873894,-0.4833190218313529,2,2.3348743882798457,-0.31658591505908174,-0.07546531948629838,-0.040274806222011794,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
295,0.5046166978525156,-0.6727219225068175,0.8480028288608521,0,2,2,1,3,3,0,2,-1.2303135183493832,2,0.5125151983949143,2.1980331381806493,2,-0.8126465905286439,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1
541,2.153633812450956,-0.6727219225068175,-0.368142434616071,1,1,0,5,3,2,1,1,0.06062717422622297,0,-0.2471082879749859,-0.5320708792861165,1,-0.8126465905286439,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
902,-0.5101630649773016,-0.46651403610922015,-1.0978295927022248,1,1,0,5,2,0,1,0,-0.7139372413191407,0,-1.2915905817335986,-0.5545717365729306,0,-0.1831423947669459,-0.13202541212858393,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,2
1024,1.646243931036052,-0.12283422544655802,-0.368142434616071,1,1,2,6,3,3,1,1,0.06062717422622297,0,-0.437014159567461,-0.5583218794540662,2,-0.434944073071625,-0.49838629082710945,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0
1020,-0.5101630649773016,-0.26030614971162286,1.3344609342516214,1,1,0,-1,2,2,1,2,1.3515678668018292,0,-0.5319670953636985,-0.5395711650483879,2,0.38341138141858216,-0.29928911817426934,-0.07546531948629838,-0.040274806222011794,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,2
479,-0.5101630649773016,0.5645253958787663,-0.368142434616071,1,1,2,6,3,3,1,2,0.31881531274134417,0,0.22765639100620172,-0.5208204506427095,2,0.761113898875601,0.2884339589543547,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
6,0.12407428679133078,-1.4975534680972067,-0.8546005400068403,1,1,0,5,1,1,0,2,-1.2303135183493832,1,-0.626920031159936,2.010525994123866,1,-1.4421507862903418,-0.13276144603857595,-0.07546531948629838,-0.040274806222011794,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
697,-0.0027731835623884637,-1.085137695302012,0.11831567077469828,2,2,0,0,2,0,1,0,-0.7139372413191407,1,-0.2471082879749859,-0.5208204506427095,1,-0.434944073071625,-0.13239342908357993,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,2
986,1.8999388717435086,0.1521096230835717,0.6047737761654676,1,1,0,1,3,3,0,1,-1.2303135183493832,0,2.4115739143196646,2.2355345669920057,0,-0.8126465905286439,-0.4475999510376604,-0.07546531948629838,-0.040274806222011794,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
521,1.3925489903285955,0.014637698818506841,-0.003298855572994037,0,1,0,1,3,3,1,2,-1.2303135183493832,0,1.746903363746002,1.8230188500670825,2,-0.8126465905286439,-0.14858617510340427,-0.07546531948629838,-0.040274806222011794,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,2
1101,-0.256468124269845,-1.2226096195670768,-0.368142434616071,2,2,0,4,1,1,0,1,1.3515678668018292,1,-0.8168259027524111,-0.5733224509786089,0,1.2647172554849593,-0.13276144603857595,-0.07546531948629838,-0.040274806222011794,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2
320,-0.12962065391611674,0.22084558521610412,0.6047737761654676,1,2,0,1,3,2,2,2,-1.2303135183493832,0,-0.8168259027524111,1.635511706010299,1,-0.8126465905286439,-0.2779441347845009,-0.07546531948629838,-0.040274806222011794,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
1082,1.646243931036052,0.42705347161370144,-0.368142434616071,1,1,0,1,3,0,0,2,-1.2303135183493832,3,1.6519504279497645,-0.5395711650483879,0,0.19456012269007292,0.6032724639534391,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
712,0.12407428679133078,1.1144130929390257,-0.9762150663545325,1,2,0,1,3,1,1,2,1.3515678668018292,2,0.7024210699873894,-0.49831959335589554,2,0.761113898875601,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
1135,-2.666570060990646,-0.05409826331402559,-0.368142434616071,1,1,0,6,3,2,0,2,0.8351915897715866,0,-0.057202416382510855,-0.49831959335589554,2,0.5093122205709216,0.06854382834424019,-0.07546531948629838,-0.040274806222011794,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
354,1.3925489903285955,0.28958154734863656,1.2736536710777753,0,0,0,4,3,0,0,2,-1.2303135183493832,0,1.556997492153527,-0.31456259218024785,2,-0.8126465905286439,-0.31640190658158374,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2
1233,-0.12962065391611674,-0.3290421118441553,-0.8546005400068403,2,1,0,4,2,1,0,2,-1.2303135183493832,0,0.7973740057836268,1.9730245653125091,1,-0.8126465905286439,-0.29873709274177535,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2
875,0.37776922749878733,1.9392446385294149,1.0912318815562367,1,1,0,6,2,2,0,1,-0.19756096428889824,0,0.9872798773761019,-0.5470714508106592,2,0.6981634792994315,0.06854382834424019,-0.07546531948629838,-0.040274806222011794,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
752,-0.12962065391611674,-0.46651403610922015,-0.6113714873114556,2,1,0,5,3,2,1,0,-0.04264808117982561,2,-0.437014159567461,-0.5208204506427095,1,-0.434944073071625,0.4192639864554354,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1028,-0.0027731835623884637,-1.3600815438321416,-1.0978295927022248,2,2,0,4,1,1,1,2,-1.7466897953796257,1,-0.9117788385486486,1.4480045619535158,0,-0.8126465905286439,-0.13276144603857595,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,2
147,0.6314641682062438,-0.6727219225068175,0.11831567077469828,0,1,2,5,3,2,2,2,-1.2303135183493832,0,0.32260932680243926,1.5980102771989424,2,-0.8126465905286439,-0.13276144603857595,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
1128,1.2657015199748762,0.7019973201438311,1.2128464079039292,1,1,2,1,3,1,1,0,-0.7139372413191407,0,0.9872798773761019,-0.49831959335589554,1,0.19456012269007292,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2
974,0.12407428679133078,0.28958154734863656,-1.0978295927022248,2,1,0,4,3,1,1,2,0.31881531274134417,0,-0.15215535217874837,1.4480045619535158,0,-0.8126465905286439,-0.3143778133291057,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,2
132,-0.5101630649773016,0.5645253958787663,1.0912318815562367,1,1,2,6,2,2,2,2,0.06062717422622297,0,0.32260932680243926,-0.5583218794540662,2,-0.8126465905286439,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
1034,-0.5101630649773016,-1.085137695302012,-1.0978295927022248,2,2,0,4,2,2,1,1,0.31881531274134417,0,-1.196637645937361,1.5980102771989424,1,1.2647172554849593,-0.31658591505908174,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,2
3,-1.3980953574533814,-0.26030614971162286,-0.003298855572994037,0,1,2,4,2,2,1,2,-1.2303135183493832,1,0.32260932680243926,-0.5395711650483879,1,0.38341138141858216,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2
934,-0.0027731835623884637,-0.6727219225068175,0.6047737761654676,2,2,0,4,2,2,1,0,1.3515678668018292,1,-1.3865435175298362,-0.5583218794540662,0,1.07586599675645,5.019291915428032,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,2
491,-0.256468124269845,-1.3600815438321416,-0.24652790826837867,2,2,0,1,0,1,1,0,1.3515678668018292,2,-0.437014159567461,-0.5808227367408801,1,-1.2532995275618324,-0.29947312665176734,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,2
413,0.5046166978525156,0.839469244408896,0.6047737761654676,0,1,2,1,2,2,1,2,-1.2303135183493832,0,2.031762171134715,2.3855402822374328,0,-0.8126465905286439,-0.29873709274177535,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
1139,-0.0027731835623884637,1.6986687710655513,1.0912318815562367,1,1,2,1,3,2,1,2,-1.2303135183493832,0,0.7024210699873894,1.6730131348216557,2,-0.8126465905286439,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
119,0.12407428679133078,2.9015481083848687,3.2802933558146985,2,2,0,1,1,3,0,2,0.31881531274134417,1,1.367091620561052,-0.5020697362370312,0,1.705370192518148,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
890,-1.3980953574533814,-0.26030614971162286,-0.368142434616071,1,1,2,1,3,3,0,2,-1.2303135183493832,0,1.6519504279497645,1.1104917026513057,1,-0.8126465905286439,-0.4475999510376604,-0.07546531948629838,-0.040274806222011794,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
