,rectal_temp,pulse,respiratory_rate,nasogastric_reflux_ph,packed_cell_volume,total_protein,abdomo_protein,lesion_1,lesion_2,lesion_3,age_is_adult,surgical_lesion_is_yes,surgery_is_yes,cp_data_is_no,temp_of_extremities_is_cool,temp_of_extremities_is_cold,temp_of_extremities_is_normal,temp_of_extremities_is_warm,peripheral_pulse_is_reduced,peripheral_pulse_is_normal,peripheral_pulse_is_absent,peripheral_pulse_is_increased,nasogastric_reflux_is_less_1_liter,nasogastric_reflux_is_more_1_liter,nasogastric_reflux_is_none,nasogastric_reflux_is_slight,abdominal_distention_is_slight,abdominal_distention_is_moderate,abdominal_distention_is_none,abdominal_distention_is_severe,capillary_refill_time_is_more_3_sec,capillary_refill_time_is_less_3_sec,capillary_refill_time_is_3,peristalsis_is_absent,peristalsis_is_hypomotile,peristalsis_is_normal,peristalsis_is_hypermotile,peristalsis_is_distend_small,abdomen_is_distend_small,abdomen_is_distend_large,abdomen_is_normal,abdomen_is_firm,abdomen_is_other,abdomo_appearance_is_serosanguious,abdomo_appearance_is_cloudy,abdomo_appearance_is_clear,mucous_membrane_is_dark_cyanotic,mucous_membrane_is_pale_cyanotic,mucous_membrane_is_pale_pink,mucous_membrane_is_normal_pink,mucous_membrane_is_bright_pink,mucous_membrane_is_bright_red,rectal_exam_feces_is_decreased,rectal_exam_feces_is_absent,rectal_exam_feces_is_normal,rectal_exam_feces_is_increased,rectal_exam_feces_is_serosanguious,pain_is_depressed,pain_is_mild_pain,pain_is_extreme_pain,pain_is_alert,pain_is_severe_pain,pain_is_slight,nasogastric_tube_is_slight,nasogastric_tube_is_none,nasogastric_tube_is_significant,outcome
942,-0.12962065391611674,0.9769411686739609,0.3615447234700829,0.008989546523198907,0.9872798773761019,-0.5770725938597445,0.19456012269007292,-0.281992321289457,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
151,1.138854049621148,-1.2226096195670768,-0.003298855572994037,0.31881531274134417,-0.2471082879749859,-0.4795688789502172,0.761113898875601,-0.13276144603857595,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2
399,0.12407428679133078,0.5645253958787663,-0.12491338192068635,-0.04264808117982561,1.4620445563572895,-0.5395711650483879,-0.3090432339192856,0.06854382834424019,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1165,-0.256468124269845,0.28958154734863656,-0.368142434616071,0.31881531274134417,-0.34206122377122344,2.010525994123866,-0.8126465905286439,5.019291915428032,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
252,1.646243931036052,-0.9476657710369472,-0.8546005400068403,0.5770034512564653,-1.8613081965110239,-0.550821593691795,-0.3090432339192856,-0.13276144603857595,-0.07546531948629838,-0.040274806222011794,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
312,-0.5101630649773016,-0.6727219225068175,0.11831567077469828,-1.2303135183493832,-0.626920031159936,-0.5020697362370312,-0.434944073071625,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
843,0.25092175714505904,-1.085137695302012,0.3615447234700829,1.093379728286708,-1.196637645937361,-0.5583218794540662,-1.4421507862903418,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2
827,-0.12962065391611674,-0.8789298089044147,0.6047737761654676,0.06062717422622297,-0.8168259027524111,-0.5320708792861165,0.761113898875601,-0.29873709274177535,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
457,0.5046166978525156,-1.085137695302012,-0.8546005400068403,1.093379728286708,-1.6714023249185488,-0.5583218794540662,1.705370192518148,-0.29873709274177535,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
686,1.2657015199748762,0.6332613580112987,-0.12491338192068635,-1.2303135183493832,1.4620445563572895,1.5980102771989424,-0.8126465905286439,-0.29947312665176734,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2
361,3.2952610456344926,0.9769411686739609,-1.0978295927022248,-0.19756096428889824,-0.15215535217874837,-0.4908193075936242,0.6352130597232614,-0.29947312665176734,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
85,-0.12962065391611674,1.5268288657342204,-0.368142434616071,1.3515678668018292,-0.2471082879749859,-0.5208204506427095,-0.434944073071625,1.0244678689463698,-0.07546531948629838,-0.040274806222011794,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2
847,1.3925489903285955,-0.8101938467718823,-0.8546005400068403,-1.7466897953796257,-1.196637645937361,1.523007419576229,-0.8126465905286439,-0.29910510969677134,-0.07546531948629838,-0.040274806222011794,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
931,0.37776922749878733,-1.085137695302012,-1.0978295927022248,0.06062717422622297,-0.7218729669561735,-0.6333247370767795,2.3348743882798457,-0.3143778133291057,-0.07546531948629838,-0.040274806222011794,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2
983,-0.12962065391611674,-0.46651403610922015,-1.0978295927022248,-0.7139372413191407,-0.437014159567461,-0.5395711650483879,0.38341138141858216,-0.13276144603857595,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2
400,-0.256468124269845,-0.46651403610922015,-1.0978295927022248,-0.7139372413191407,-0.437014159567461,-0.5770725938597445,-0.8126465905286439,5.019291915428032,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
214,0.12407428679133078,0.5645253958787663,-0.12491338192068635,0.31881531274134417,1.556997492153527,-0.5395711650483879,0.38341138141858216,0.06854382834424019,-0.07546531948629838,-0.040274806222011794,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
809,-0.0027731835623884637,-1.2913455816996093,-0.9762150663545325,1.3515678668018292,-1.006731774344886,-0.47581873606908154,0.19456012269007292,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
241,-2.793417531344374,0.42705347161370144,-0.003298855572994037,0.5253658235534413,0.9872798773761019,-0.5808227367408801,0.19456012269007292,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
230,-0.5101630649773016,0.5645253958787663,1.0912318815562367,-1.2303135183493832,-1.2915905817335986,-0.5133201648804382,-1.4421507862903418,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
886,-2.032332709222014,-0.9476657710369472,-0.8546005400068403,1.3515678668018292,-1.6714023249185488,-0.5545717365729306,0.761113898875601,-0.29947312665176734,-0.07546531948629838,-0.040274806222011794,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2
725,0.5046166978525156,-0.26030614971162286,-0.003298855572994037,0.06062717422622297,-0.437014159567461,-0.5695723080974733,0.005708863961563362,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
1154,1.3925489903285955,0.28958154734863656,-0.12491338192068635,0.06062717422622297,-0.437014159567461,-0.5320708792861165,0.06865928353773322,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
695,2.66102369386586,1.1831490550715582,0.3615447234700829,-0.04264808117982561,0.03775051941372667,-0.49831959335589554,2.3348743882798457,0.06854382834424019,-0.07546531948629838,-0.040274806222011794,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
235,0.37776922749878733,-0.5352499982417526,0.11831567077469828,1.093379728286708,0.03775051941372667,-0.5133201648804382,0.19456012269007292,-0.29947312665176734,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
859,-0.256468124269845,0.9769411686739609,0.3615447234700829,1.3515678668018292,1.746903363746002,-0.5883230225031516,0.06865928353773322,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
484,-0.256468124269845,-0.8101938467718823,0.6047737761654676,1.3515678668018292,-0.9117788385486486,-0.5208204506427095,-0.6237953318001346,0.2148305679551532,-0.07546531948629838,-0.040274806222011794,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2
265,0.12407428679133078,-1.085137695302012,-0.6113714873114556,-1.7466897953796257,-0.15215535217874837,-0.5170703077615739,-1.4421507862903418,-0.6316084285356642,-0.07546531948629838,-0.040274806222011794,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2
506,-0.6370105353310208,0.1521096230835717,1.0912318815562367,1.6097560053169502,1.2721386847648146,-0.4870691647124885,-0.8126465905286439,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
877,-0.12962065391611674,-0.46651403610922015,-1.0978295927022248,-1.2303135183493832,-0.626920031159936,1.1104917026513057,-1.4421507862903418,-0.3143778133291057,-0.07546531948629838,-0.040274806222011794,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2
1077,0.37776922749878733,-1.3600815438321416,-1.2802513822237633,1.3515678668018292,-0.15215535217874837,-0.5170703077615739,-0.434944073071625,-0.13276144603857595,-0.07546531948629838,-0.040274806222011794,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2
1080,-0.763858005684749,-1.085137695302012,-0.6113714873114556,0.06062717422622297,-0.437014159567461,-0.5208204506427095,-0.6237953318001346,-0.6316084285356642,-0.07546531948629838,-0.040274806222011794,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2
635,-0.256468124269845,-1.4975534680972067,-0.8546005400068403,-1.2303135183493832,-1.196637645937361,2.010525994123866,-1.4421507862903418,-0.13276144603857595,-0.07546531948629838,-0.040274806222011794,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1019,-0.8907054760384773,-1.2226096195670768,0.3615447234700829,1.3515678668018292,-1.1016847101411236,-0.5545717365729306,-1.2532995275618324,-0.31658591505908174,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2
777,2.66102369386586,1.1831490550715582,0.3615447234700829,1.3515678668018292,0.7024210699873894,-0.49831959335589554,0.761113898875601,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
655,0.37776922749878733,-0.26030614971162286,-0.12491338192068635,-1.2303135183493832,2.4115739143196646,2.2355345669920057,-0.8126465905286439,-0.31676992353657973,-0.07546531948629838,-0.040274806222011794,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2
129,0.12407428679133078,0.1521096230835717,0.3615447234700829,1.3515678668018292,-0.437014159567461,-0.5583218794540662,-1.064448268833323,0.6032724639534391,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
83,0.25092175714505904,-0.9476657710369472,-0.5505642241376094,0.5770034512564653,-0.626920031159936,-0.5470714508106592,0.19456012269007292,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
672,-0.8907054760384773,-0.26030614971162286,-0.003298855572994037,-1.2303135183493832,0.22765639100620172,2.010525994123866,-0.8126465905286439,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
290,0.5046166978525156,-1.085137695302012,-1.0978295927022248,0.31881531274134417,-0.626920031159936,-0.5320708792861165,0.19456012269007292,-0.13276144603857595,-0.07546531948629838,-0.040274806222011794,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
874,-0.6370105353310208,0.1521096230835717,0.3615447234700829,0.4737281958504168,-0.626920031159936,-0.5545717365729306,0.761113898875601,0.2884339589543547,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
477,0.5046166978525156,-1.085137695302012,-0.368142434616071,0.8351915897715866,-0.437014159567461,-0.5620720223352018,0.19456012269007292,0.06854382834424019,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
907,-1.3980953574533814,-0.6727219225068175,-1.0978295927022248,0.4737281958504168,-0.8168259027524111,-0.5770725938597445,1.2647172554849593,-0.14858617510340427,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2
508,-0.256468124269845,0.28958154734863656,0.3615447234700829,0.06062717422622297,-0.437014159567461,-0.5470714508106592,2.0830727099751667,5.019291915428032,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
171,-0.0027731835623884637,0.5645253958787663,1.0912318815562367,0.4737281958504168,0.5125151983949143,-0.49831959335589554,-0.6867457513763041,0.06854382834424019,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
646,1.0120065792674195,0.28958154734863656,-0.368142434616071,0.4737281958504168,1.367091620561052,-0.550821593691795,-0.434944073071625,-0.29928911817426934,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
945,0.25092175714505904,2.9015481083848687,-0.368142434616071,0.06062717422622297,2.22166804272719,-0.5245705935238452,0.761113898875601,-0.281072278901967,-0.07546531948629838,-0.040274806222011794,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1168,-0.12962065391611674,-1.2226096195670768,-0.732986013659148,-0.7139372413191407,-1.006731774344886,-0.5208204506427095,-0.6867457513763041,-0.13276144603857595,-0.07546531948629838,-0.040274806222011794,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2
717,0.25092175714505904,2.420396373457142,0.6047737761654676,-1.2303135183493832,-0.15215535217874837,-0.5583218794540662,-0.8126465905286439,-0.4475999510376604,-0.07546531948629838,-0.040274806222011794,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2
10,0.12407428679133078,0.1521096230835717,1.0912318815562367,0.4737281958504168,-0.34206122377122344,-0.5208204506427095,-0.8126465905286439,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
954,0.25092175714505904,-1.3600815438321416,-0.368142434616071,0.5770034512564653,-1.196637645937361,-0.5620720223352018,1.8312710316704877,-0.29928911817426934,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
110,-0.256468124269845,0.1521096230835717,0.6047737761654676,-0.19756096428889824,2.4115739143196646,-0.5320708792861165,0.6352130597232614,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
126,0.6314641682062438,-0.6727219225068175,-0.732986013659148,0.5770034512564653,-0.057202416382510855,-0.5320708792861165,-1.2532995275618324,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2
902,-0.5101630649773016,-0.46651403610922015,-1.0978295927022248,-0.7139372413191407,-1.2915905817335986,-0.5545717365729306,-0.1831423947669459,-0.13202541212858393,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2
593,-1.1444004167459338,-0.5352499982417526,-0.003298855572994037,0.06062717422622297,-1.006731774344886,-0.550821593691795,0.761113898875601,-0.4475999510376604,-0.07546531948629838,-0.040274806222011794,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
527,-0.763858005684749,-0.15720220651282424,1.8209190396423907,-1.7466897953796257,-0.437014159567461,-0.4833190218313529,-1.4421507862903418,0.06854382834424019,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
567,0.12407428679133078,-0.9476657710369472,-0.8546005400068403,-1.2303135183493832,1.746903363746002,1.5980102771989424,-0.8126465905286439,5.019291915428032,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2
1026,-0.12962065391611674,-0.9476657710369472,4.009980513900852,1.3515678668018292,0.6074681341911519,-0.5020697362370312,1.705370192518148,-0.31658591505908174,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
267,-0.8907054760384773,-1.0507697142357457,-1.2802513822237633,1.093379728286708,-0.057202416382510855,-0.5020697362370312,2.7125769057368645,-0.6316084285356642,-0.07546531948629838,-0.040274806222011794,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2
402,-0.763858005684749,-0.26030614971162286,-0.003298855572994037,0.680278706662514,-0.15215535217874837,-0.5470714508106592,0.25751054226624276,0.2884339589543547,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
719,2.026786342097228,1.3893569414691553,-0.6113714873114556,-0.19756096428889824,-1.2915905817335986,-0.6183241655522368,1.07586599675645,-0.29947312665176734,-0.07546531948629838,-0.040274806222011794,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
651,-1.3980953574533814,-0.15720220651282424,0.3615447234700829,0.31881531274134417,-0.15215535217874837,-0.5245705935238452,-0.05724155561460621,1.5411636737607644,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2
